"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.397577463E1,1.680898094E1,1.825723648E0,-4.300500393E0,1.744618614E1
1.397797564E1,1.646920013E1,1.381256819E0,-4.286741734E0,1.707391514E1
1.398015907E1,1.611446381E1,9.613165259E-1,-4.249652863E0,1.669310105E1
1.398233630E1,1.575554085E1,5.748756528E-1,-4.192823410E0,1.631402212E1
1.398455797E1,1.537747478E1,1.986042857E-1,-4.137190342E0,1.592553039E1
1.398674728E1,1.499940872E1,-1.591227055E-1,-4.042674065E0,1.553546895E1
1.398893101E1,1.462612820E1,-4.881358147E-1,-3.952943087E0,1.515874868E1
1.399115473E1,1.425284767E1,-7.878368497E-1,-3.854238987E0,1.478578749E1
1.399333034E1,1.385563946E1,-1.073779106E0,-3.760320902E0,1.439693577E1
1.399551627E1,1.345364571E1,-1.339980721E0,-3.671188116E0,1.400977349E1
1.399774259E1,1.308515072E1,-1.616351724E0,-3.567698479E0,1.365877867E1
1.399993739E1,1.268794250E1,-1.892124534E0,-3.445066452E0,1.328278973E1
1.400215415E1,1.228594780E1,-2.120040894E0,-3.289532900E0,1.289418913E1
1.400432303E1,1.186959648E1,-2.362912416E0,-3.190829039E0,1.251607229E1
1.400651165E1,1.144905853E1,-2.586043119E0,-3.102294445E0,1.214054328E1
1.400868432E1,1.100399303E1,-2.771486759E0,-3.009572744E0,1.173995441E1
1.401091096E1,1.056431198E1,-2.937788010E0,-2.935395241E0,1.135129205E1
1.401310636E1,1.011446095E1,-3.108874798E0,-2.900100946E0,1.097169122E1
1.401530765E1,9.684351921E0,-3.260818958E0,-2.859423161E0,1.061112215E1
1.401749760E1,9.244669914E0,-3.393620729E0,-2.862414122E0,1.025543749E1
1.401969331E1,8.828319550E0,-3.512663603E0,-2.831307411E0,9.914349868E0
1.402188992E1,8.441280365E0,-3.616751432E0,-2.781058073E0,9.595331632E0
1.402408638E1,8.078168869E0,-3.711267948E0,-2.749951363E0,9.305512052E0
1.402627981E1,7.738388538E0,-3.806382656E0,-2.704487801E0,9.038000905E0
1.402845852E1,7.394420147E0,-3.910470486E0,-2.659024239E0,8.777222717E0
1.403067425E1,7.092924595E0,-3.971487284E0,-2.569891453E0,8.525645584E0
1.403286986E1,6.801000118E0,-4.071387768E0,-2.509472847E0,8.314280181E0
1.403507124E1,6.495316982E0,-4.089334011E0,-2.411366940E0,8.045277240E0
1.403725579E1,6.217749596E0,-4.140779495E0,-2.346162558E0,7.830130498E0
1.403943288E1,5.921638012E0,-4.183252335E0,-2.300100803E0,7.606304000E0
1.404165464E1,5.639284611E0,-4.240081787E0,-2.288136721E0,7.417236287E0
1.404385150E1,5.347958565E0,-4.287340164E0,-2.266003132E0,7.219190861E0
1.404604795E1,5.089533806E0,-4.334000111E0,-2.224726915E0,7.045304902E0
1.404821900E1,4.846064091E0,-4.376472473E0,-2.154736757E0,6.876099110E0
1.405043831E1,4.635495663E0,-4.423730850E0,-2.108076811E0,6.745457917E0
1.405263458E1,4.415356159E0,-4.442275047E0,-2.066800594E0,6.595516834E0
1.405483649E1,4.195814610E0,-4.456034184E0,-2.020738840E0,6.445501248E0
1.405702648E1,3.999603033E0,-4.479363918E0,-2.002792597E0,6.330300445E0
1.405921624E1,3.789632797E0,-4.493122578E0,-2.008774519E0,6.211653750E0
1.406139482E1,3.598206997E0,-4.507479668E0,-2.039283037E0,6.117445697E0
1.406361641E1,3.416950703E0,-4.521238327E0,-2.050050735E0,6.026595733E0
1.406581477E1,3.249453068E0,-4.530809879E0,-2.070389748E0,5.947579097E0
1.406802905E1,3.101098061E0,-4.540380955E0,-2.124228239E0,5.894422279E0
1.407020188E1,2.982055187E0,-4.564309120E0,-2.134397745E0,5.855017047E0
1.407239828E1,2.848057270E0,-4.597210407E0,-2.111665964E0,5.805592725E0
1.407459058E1,2.728415966E0,-4.582255363E0,-2.097907305E0,5.730840511E0
1.407679150E1,2.623131752E0,-4.596612453E0,-2.046461582E0,5.674299185E0
1.407898809E1,2.523231506E0,-4.581656933E0,-2.003988981E0,5.601272116E0
1.408118219E1,2.432304144E0,-4.581058979E0,-1.971087694E0,5.548638708E0
1.408337868E1,2.360519648E0,-4.576273441E0,-1.919043779E0,5.495185224E0
1.408557445E1,2.303091764E0,-4.580460548E0,-1.852642894E0,5.451342606E0
1.408777117E1,2.226521492E0,-4.575077057E0,-1.800599098E0,5.397303507E0
1.408996753E1,2.188236237E0,-4.593621254E0,-1.709671736E0,5.367747339E0
1.409215783E1,2.130808592E0,-4.593621254E0,-1.648056626E0,5.325203482E0
1.409433589E1,2.082952023E0,-4.602594376E0,-1.590628862E0,5.296476592E0
1.409655769E1,2.030309916E0,-4.606781960E0,-1.529013634E0,5.261414360E0
1.409875224E1,1.992024899E0,-4.639683247E0,-1.442872047E0,5.251352547E0
1.410095318E1,1.948953986E0,-4.648656368E0,-1.357328653E0,5.220226886E0
1.410314260E1,1.905883193E0,-4.667798996E0,-1.309472203E0,5.209170343E0
1.410533874E1,1.862214208E0,-4.667200565E0,-1.219143152E0,5.170774884E0
1.410753520E1,1.810170293E0,-4.666602135E0,-1.167099237E0,5.139651020E0
1.410973137E1,1.771286964E0,-4.680959225E0,-1.090528965E0,5.122312973E0
1.411192769E1,1.700100541E0,-4.666004181E0,-1.024128079E0,5.070579374E0
1.411411958E1,1.657029629E0,-4.641477585E0,-9.433703423E-1,5.017868966E0
1.411629970E1,1.594816327E0,-4.607978344E0,-9.152546525E-1,4.961309768E0
1.411851519E1,1.532602906E0,-4.573880672E0,-8.632107973E-1,4.900447832E0
1.412071108E1,1.470389485E0,-4.520640373E0,-8.255237937E-1,4.824906647E0
1.412291216E1,1.417747378E0,-4.467998028E0,-7.878368497E-1,4.753283171E0
1.412509722E1,1.370489120E0,-4.415356159E0,-7.932206988E-1,4.690715246E0
1.412726945E1,1.317847013E0,-4.357928276E0,-7.651050687E-1,4.616670378E0
1.412947057E1,1.274776220E0,-4.310071945E0,-7.848458290E-1,4.562648086E0
1.413169368E1,1.226919770E0,-4.262215137E0,-7.950153351E-1,4.505980402E0
1.413389459E1,1.184447169E0,-4.219144344E0,-8.051848412E-1,4.455605091E0
1.413609061E1,1.165304661E0,-4.185645103E0,-8.003991842E-1,4.417940554E0
1.413827935E1,1.146162033E0,-4.171288013E0,-8.249256015E-1,4.403843020E0
1.414047569E1,1.146162033E0,-4.166502476E0,-8.584251404E-1,4.405714926E0
1.414267154E1,1.146162033E0,-4.142574310E0,-8.584251404E-1,4.383092863E0
1.414486755E1,1.155733347E0,-4.147359848E0,-8.584251404E-1,4.390126080E0
1.414705784E1,1.174875975E0,-4.137788773E0,-8.775677085E-1,4.389960656E0
1.414923564E1,1.217946768E0,-4.128815651E0,-8.865407705E-1,4.395050346E0
1.415145709E1,1.237089276E0,-4.138386726E0,-8.913264275E-1,4.410339825E0
1.415364593E1,1.275374413E0,-4.128815651E0,-9.385846853E-1,4.422062843E0
1.415583065E1,1.328016520E0,-4.115056515E0,-9.625129104E-1,4.429870099E0
1.415803955E1,1.371087432E0,-4.129413605E0,-9.714859724E-1,4.458219651E0
1.416022502E1,1.447059512E0,-4.124628067E0,-9.948160052E-1,4.482878183E0
1.416245491E1,1.499701619E0,-4.130012035E0,-1.013360381E0,4.509213193E0
1.416463243E1,1.581057549E0,-4.120440483E0,-1.046261668E0,4.535684758E0
1.416682891E1,1.652842283E0,-4.116253376E0,-1.065404296E0,4.561854424E0
1.416899296E1,1.710269928E0,-4.116253376E0,-1.107876897E0,4.593033453E0
1.417119486E1,1.820339799E0,-4.112065792E0,-1.121037364E0,4.634592413E0
1.417341582E1,1.916052699E0,-4.112065792E0,-1.144367456E0,4.678666466E0
1.417561769E1,2.035095692E0,-4.112663746E0,-1.172483087E0,4.736067372E0
1.417781461E1,2.169093609E0,-4.122833252E0,-1.204786181E0,4.811884335E0
1.417999889E1,2.312663078E0,-4.122833252E0,-1.232303619E0,4.885154731E0
1.418217999E1,2.469991207E0,-4.137788773E0,-1.274178028E0,4.984544326E0
1.418439746E1,2.632703066E0,-4.162314892E0,-1.311266780E0,5.096607819E0
1.418659332E1,2.795415163E0,-4.158127785E0,-1.348355532E0,5.188683383E0
1.418879367E1,2.976671457E0,-4.153341770E0,-1.346560955E0,5.284320886E0
1.419098483E1,3.134597778E0,-4.134797573E0,-1.384247899E0,5.370139332E0
1.419317389E1,3.349951744E0,-4.121038914E0,-1.411167145E0,5.495137043E0
1.419535124E1,3.550350666E0,-4.107280254E0,-1.428515077E0,5.613857521E0
1.419757213E1,3.756133318E0,-4.088735580E0,-1.479960799E0,5.746005579E0
1.419976222E1,3.985246181E0,-4.065405846E0,-1.502094388E0,5.887783910E0
1.420194681E1,4.219742775E0,-4.008575916E0,-1.534397483E0,6.019076806E0
1.420416184E1,4.459024906E0,-3.956532240E0,-1.546959877E0,6.158744624E0
1.420634981E1,4.721637249E0,-3.909274101E0,-1.612164259E0,6.338403262E0
1.420853303E1,4.994419098E0,-3.833899975E0,-1.643869162E0,6.507327943E0
1.421074883E1,5.271388054E0,-3.777070522E0,-1.694716692E0,6.702675467E0
1.421294289E1,5.548955917E0,-3.691527128E0,-1.726421595E0,6.884679792E0
1.421513670E1,5.849853039E0,-3.611367464E0,-1.762912035E0,7.097225823E0
1.421733197E1,6.165705681E0,-3.511467218E0,-1.803590059E0,7.321151936E0
1.421951013E1,6.519245148E0,-3.407379389E0,-1.840080619E0,7.582657072E0
1.422171487E1,6.882954121E0,-3.274577856E0,-1.899901152E0,7.855414817E0
1.422392496E1,7.284350395E0,-3.141177893E0,-1.954936147E0,8.170100034E0
1.422611941E1,7.695915699E0,-2.970091105E0,-2.005185366E0,8.489365581E0
1.422829677E1,8.126026154E0,-2.794218540E0,-2.045265198E0,8.833066740E0
1.423051283E1,8.556734085E0,-2.584846735E0,-2.085943222E0,9.178795671E0
1.423270247E1,8.982057571E0,-2.399402857E0,-2.126621008E0,9.537138418E0
1.423488578E1,9.364909172E0,-2.171486616E0,-2.206182480E0,9.863271215E0
1.423710383E1,9.709476471E0,-1.956730723E0,-2.257030010E0,1.015858814E1
1.423929852E1,1.006839943E1,-1.761715651E0,-2.283949137E0,1.047342985E1
1.424149940E1,1.039382362E1,-1.542772412E0,-2.310868502E0,1.075880242E1
1.424368834E1,1.072343445E1,-1.337587833E0,-2.314457655E0,1.105160178E1
1.424588431E1,1.103928757E1,-1.146760225E0,-2.336591244E0,1.134198341E1
1.424807475E1,1.136471081E1,-9.469595551E-1,-2.363510609E0,1.164644008E1
1.425025745E1,1.168534946E1,-7.375875711E-1,-2.447857618E0,1.196174880E1
1.425247421E1,1.202931786E1,-5.425725579E-1,-2.498705149E0,1.229806491E1
1.425467107E1,1.235474110E1,-3.571287692E-1,-2.588435888E0,1.262803108E1
1.425687176E1,1.272323608E1,-1.573280841E-1,-2.657827854E0,1.299882831E1
1.425906402E1,1.303908920E1,4.247260094E-2,-2.757129908E0,1.332746850E1
1.426126873E1,1.336929798E1,2.709871531E-1,-2.846262455E0,1.367160461E1
1.426345295E1,1.371386433E1,4.899304509E-1,-2.944966555E0,1.403506091E1
1.426564277E1,1.413021564E1,7.369893789E-1,-3.058027267E0,1.447610715E1
1.426781665E1,1.459861088E1,9.601200819E-1,-3.232105255E0,1.498291609E1
1.427004150E1,1.513460350E1,1.153938770E0,-3.463610888E0,1.556869931E1
1.427223887E1,1.571306801E1,1.271785259E0,-3.626920938E0,1.617629437E1
1.427444085E1,1.628196144E1,1.336989641E0,-3.742374659E0,1.675992774E1
1.427662974E1,1.677906990E1,1.402194023E0,-3.858426571E0,1.727399173E1
1.427881972E1,1.721396637E1,1.472782373E0,-3.932005882E0,1.771864544E1
1.428099290E1,1.762553215E1,1.586441398E0,-3.967898130E0,1.813616264E1
1.428319290E1,1.797907066E1,1.719841242E0,-4.003790379E0,1.849959927E1
1.428541444E1,1.840977859E1,1.942971945E0,-4.058825493E0,1.895175855E1
1.428761499E1,1.889312935E1,2.238485575E0,-4.123431683E0,1.946699368E1
1.428981325E1,1.944766617E1,2.571686029E0,-4.245465755E0,2.007110530E1
1.429199692E1,2.006501389E1,2.961716175E0,-4.342374802E0,2.074205303E1
1.429417212E1,2.068714905E1,3.414557934E0,-4.435695171E0,2.143111601E1
1.429639345E1,2.130449677E1,3.943969965E0,-4.514657974E0,2.213184624E1
1.429858932E1,2.189791679E1,4.491926193E0,-4.598406792E0,2.282195228E1
1.430079233E1,2.244826508E1,5.097908497E0,-4.682754040E0,2.349130608E1
1.430298183E1,2.298485565E1,5.732604980E0,-4.734199524E0,2.415737971E1
1.430517855E1,2.345863533E1,6.381658077E0,-4.776073933E0,2.477587564E1
1.430737636E1,2.386122704E1,7.050451756E0,-4.857429981E0,2.535077221E1
1.430957147E1,2.419203568E1,7.704290867E0,-4.905286312E0,2.585870302E1
1.431176607E1,2.443191528E1,8.359326363E0,-4.858626366E0,2.627552229E1
1.431395609E1,2.458086967E1,8.966505051E0,-4.811966419E0,2.660399195E1
1.431613638E1,2.464846611E1,9.559925079E0,-4.770689964E0,2.686444736E1
1.431835420E1,2.467299271E1,1.009053326E1,-4.749154568E0,2.707637161E1
1.432054483E1,2.460718918E1,1.059781170E1,-4.761118889E0,2.721204926E1
1.432273205E1,2.447857475E1,1.100937653E1,-4.711467743E0,2.725077837E1
1.432494314E1,2.429253387E1,1.134915733E1,-4.666602135E0,2.721594661E1
1.432714273E1,2.408734894E1,1.163210869E1,-4.587639332E0,2.713950563E1
1.432935503E1,2.383430862E1,1.184387398E1,-4.504488468E0,2.699337020E1
1.433153087E1,2.354298210E1,1.197906876E1,-4.354339123E0,2.677182033E1
1.433372596E1,2.321337128E1,1.204247856E1,-4.170091629E0,2.648153244E1
1.433591820E1,2.284008980E1,1.202991581E1,-3.957728624E0,2.611612897E1
1.433811846E1,2.241955185E1,1.193181038E1,-3.726222992E0,2.566883600E1
1.434031472E1,2.196970177E1,1.179003525E1,-3.489931822E0,2.517642451E1
1.434251158E1,2.151027870E1,1.155793190E1,-3.286541939E0,2.463897801E1
1.434470778E1,2.104607201E1,1.131565857E1,-3.135794163E0,2.410009296E1
1.434689664E1,2.058186340E1,1.104945660E1,-3.008974552E0,2.355329107E1
1.434907304E1,2.012304115E1,1.077368355E1,-2.910868645E0,2.301048019E1
1.435129430E1,1.966840363E1,1.052124119E1,-2.827120066E0,2.248411050E1
1.435348714E1,1.919522285E1,1.033639526E1,-2.748754978E0,2.197392321E1
1.435568024E1,1.869751549E1,1.015155029E1,-2.622533560E0,2.143662149E1
1.435788357E1,1.819083595E1,9.999606133E0,-2.505883455E0,2.090880406E1
1.436007380E1,1.767398643E1,9.848259926E0,-2.399402857E0,2.037437494E1
1.436225368E1,1.719123459E1,9.739984512E0,-2.297109842E0,1.989177113E1
1.436447065E1,1.669891167E1,9.635896683E0,-2.224128723E0,1.940749609E1
1.436666653E1,1.619701576E1,9.555737495E0,-2.160718918E0,1.892945179E1
1.436886309E1,1.568076515E1,9.471389771E0,-2.054238319E0,1.843403144E1
1.437103675E1,1.519262886E1,9.396614075E0,-1.923231244E0,1.796694593E1
1.437325557E1,1.470030594E1,9.349954605E0,-1.802393675E0,1.751482997E1
1.437545157E1,1.424148178E1,9.284749985E0,-1.705484390E0,1.708610730E1
1.437765512E1,1.380658627E1,9.238089561E0,-1.603191137E0,1.668934825E1
1.437983814E1,1.335254860E1,9.187242508E0,-1.438684583E0,1.627162537E1
1.438201366E1,1.293141174E1,9.136395454E0,-1.255035520E0,1.588301753E1
1.438423455E1,1.247737408E1,9.080163956E0,-1.138983607E0,1.547357505E1
1.438643082E1,1.208076286E1,9.058030128E0,-1.041476011E0,1.513530355E1
1.438863309E1,1.169312572E1,9.011369705E0,-8.811569214E-1,1.478886103E1
1.439082363E1,1.133958626E1,8.965308189E0,-7.118647099E-1,1.447306874E1
1.439301301E1,1.101416302E1,8.952147484E0,-5.563312769E-1,1.420430343E1
1.439519165E1,1.072223854E1,8.944371223E0,-3.768695593E-1,1.396818551E1
1.439741257E1,1.045005512E1,8.964710236E0,-1.824527234E-1,1.376963945E1
1.439961138E1,1.016770172E1,9.000003815E0,1.136590727E-2,1.357874649E1
1.440182529E1,9.919445992E0,9.039485931E0,1.908276081E-1,1.342177819E1
1.440399862E1,9.651450157E0,9.102895737E0,3.565305769E-1,1.327178643E1
1.440619547E1,9.388239861E0,9.147761345E0,5.312066078E-1,1.311879437E1
1.440838715E1,9.139984131E0,9.182456970E0,6.771687865E-1,1.297364187E1
1.441058748E1,8.886344910E0,9.226723671E0,8.141579032E-1,1.283598102E1
1.441277957E1,8.609375954E0,9.294321060E0,9.026923180E-1,1.270120513E1
1.441495793E1,8.351549149E0,9.338588715E0,1.063011408E0,1.257328937E1
1.441717547E1,8.131409645E0,9.382855415E0,1.152144074E0,1.246937186E1
1.441937100E1,7.911868095E0,9.388239861E0,1.169492126E0,1.233306192E1
1.442157321E1,7.686942577E0,9.402596474E0,1.167697430E0,1.220087800E1
1.442376387E1,7.457829952E0,9.431908607E0,1.175474167E0,1.208146792E1
1.442595322E1,7.252047062E0,9.432506561E0,1.188036442E0,1.195724873E1
1.442813048E1,7.042077065E0,9.404391289E0,1.244267821E0,1.181446687E1
1.443035285E1,6.850651264E0,9.409774780E0,1.290329576E0,1.171068890E1
1.443255190E1,6.654439926E0,9.396016121E0,1.298704505E0,1.158677363E1
1.443476188E1,6.482754707E0,9.381659508E0,1.287936807E0,1.147608056E1
1.443693927E1,6.305685997E0,9.367900848E0,1.296311617E0,1.136660310E1
1.443913504E1,6.134000778E0,9.339186668E0,1.271187067E0,1.124554533E1
1.444132888E1,5.971288681E0,9.301499367E0,1.260419369E0,1.112487465E1
1.444352803E1,5.818148136E0,9.263215065E0,1.249651670E0,1.100997867E1
1.444572483E1,5.665007591E0,9.220742226E0,1.225125194E0,1.089106652E1
1.444792474E1,5.536393166E0,9.158528328E0,1.214955688E0,1.077062708E1
1.445012734E1,5.383252621E0,9.115457535E0,1.218544960E0,1.065625763E1
1.445231301E1,5.244469166E0,9.039485931E0,1.213161111E0,1.052086131E1
1.445450726E1,5.105685234E0,8.986844063E0,1.164108157E0,1.040127568E1
1.445670066E1,4.962714195E0,8.915059090E0,1.125224829E0,1.026513233E1
1.445890521E1,4.823930264E0,8.809774399E0,1.048056364E0,1.009855684E1
1.446112152E1,4.685146809E0,8.718847275E0,9.421738982E-1,9.942665139E0
1.446332240E1,4.570291042E0,8.617751122E0,8.315058947E-1,9.790025365E0
1.446552329E1,4.465605259E0,8.536395073E0,7.453642488E-1,9.662672458E0
1.446772418E1,4.360321045E0,8.449654579E0,6.203392744E-1,9.528582420E0
1.446992506E1,4.269393921E0,8.358727455E0,5.288137794E-1,9.400834704E0
1.447212595E1,4.173680782E0,8.276773453E0,4.187439680E-1,9.279005150E0
1.447432684E1,4.087539196E0,8.190631866E0,3.367897868E-1,9.160123057E0
1.447652772E1,3.997210264E0,8.118846893E0,2.889333367E-1,9.054106651E0
1.447872861E1,3.911068678E0,8.042277336E0,2.548356056E-1,8.946486693E0
1.448092950E1,3.824927092E0,7.980063438E0,2.309073806E-1,8.852389392E0
1.448313038E1,3.753142357E0,7.927421570E0,2.111666054E-1,8.773521621E0
1.448528718E1,3.686143398E0,7.884948730E0,2.009970993E-1,8.706346505E0
1.448744411E1,3.638286829E0,7.832306862E0,1.866401732E-1,8.638113011E0
1.448962365E1,3.590430260E0,7.794021606E0,1.914258152E-1,8.583391293E0
1.449181982E1,3.542573929E0,7.741379261E0,1.962114573E-1,8.515707947E0
1.449401046E1,3.518645763E0,7.703094482E0,1.818545163E-1,8.470631835E0
1.449620706E1,3.470789194E0,7.636095047E0,1.668993831E-1,8.389528032E0
1.449840361E1,3.437289715E0,7.588837147E0,1.764706671E-1,8.332859756E0
1.450060070E1,3.408575773E0,7.502695560E0,1.627119333E-1,8.242287586E0
1.450279641E1,3.384647608E0,7.435696602E0,1.387837082E-1,8.170965934E0
1.450499200E1,3.384049416E0,7.348956585E0,7.657032460E-2,8.091033083E0
1.450718704E1,3.384049416E0,7.248457909E0,1.974078640E-2,7.999520123E0
1.450938291E1,3.407977581E0,7.157530785E0,-8.374879137E-3,7.927460392E0
1.451157931E1,3.431905985E0,7.056434155E0,-9.391828626E-2,7.847296497E0
1.451377572E1,3.522833109E0,6.873383045E0,-2.931207716E-1,7.729144027E0
1.451597843E1,3.474378586E0,6.580860615E0,-4.313062727E-1,7.454197347E0
1.451820283E1,3.393022537E0,6.395416737E0,-2.829512656E-1,7.245275605E0
1.452039774E1,3.411566973E0,6.458826542E0,-4.366901144E-2,7.304596942E0
1.452259743E1,3.426522017E0,6.669394970E0,2.273181453E-2,7.498159716E0
1.452478022E1,3.436093330E0,6.731608391E0,-1.615155302E-2,7.557879979E0
1.452697031E1,3.445664644E0,6.659823418E0,-1.076770201E-2,7.498397745E0
1.452914144E1,3.425923824E0,6.497709751E0,5.682953820E-2,7.345775361E0
1.453134895E1,3.425923824E0,6.358926296E0,9.092725813E-2,7.223653193E0
1.453356490E1,3.430709362E0,6.253642082E0,5.324030295E-2,7.133066700E0
1.453576832E1,3.416352510E0,6.167500496E0,-3.290131316E-2,7.050575107E0
1.453796332E1,3.420539856E0,6.066403389E0,-8.015955985E-2,6.964751865E0
1.454015341E1,3.468396425E0,5.980261803E0,-1.178465188E-1,6.914274567E0
1.454234900E1,3.525824070E0,5.845665932E0,-2.123630047E-1,6.829959268E0
1.454454504E1,3.611367464E0,5.759523869E0,-1.633101404E-1,6.800055908E0
1.454673515E1,3.678366661E0,5.706882000E0,-1.722832322E-1,6.791801305E0
1.454891174E1,3.769293785E0,5.654240131E0,-1.716850251E-1,6.797608613E0
1.455113352E1,3.864408493E0,5.611168861E0,-1.082752272E-1,6.813999744E0
1.455332469E1,3.955335855E0,5.548955917E0,-8.374879509E-2,6.814881317E0
1.455550928E1,4.079164505E0,5.525027275E0,-2.991028316E-2,6.867780142E0
1.455772157E1,4.170091629E0,5.520241737E0,-2.452643216E-2,6.918333223E0
1.455991113E1,4.318446636E0,5.582455158E0,8.195417374E-2,7.058293238E0
1.456209552E1,4.528416634E0,5.620740414E0,1.166501045E-1,7.218925630E0
1.456431492E1,4.786841869E0,5.682355404E0,1.375873089E-1,7.431147172E0
1.456651654E1,5.073382378E0,5.773283005E0,1.776670814E-1,7.687754613E0
1.456871815E1,5.360520840E0,5.867799282E0,1.603191197E-1,7.949336721E0
1.457091977E1,5.670989513E0,5.982655048E0,1.764706671E-1,8.245206206E0
1.457307793E1,5.986842155E0,6.077171326E0,1.830509305E-1,8.532748558E0
1.457529607E1,6.316453457E0,6.181857109E0,9.930214286E-2,8.838710455E0
1.457749777E1,6.680162430E0,6.270989895E0,-5.623133108E-2,9.162589498E0
1.457968415E1,7.015157700E0,6.336194515E0,-2.069791555E-1,9.455296868E0
1.458186342E1,7.373483181E0,6.401997089E0,-3.146561682E-1,9.769996390E0
1.458407400E1,7.741977692E0,6.472585201E0,-4.031906128E-1,1.009926435E1
1.458627035E1,8.148159027E0,6.538387775E0,-5.294120312E-1,1.046055865E1
1.458847185E1,8.583054543E0,6.585047722E0,-6.221339107E-1,1.083599231E1
1.459066372E1,9.003593445E0,6.641279221E0,-6.191428304E-1,1.120511591E1
1.459285149E1,9.433703423E0,6.765706062E0,-5.012963414E-1,1.161984668E1
1.459502828E1,9.906884193E0,6.970890522E0,-3.696911037E-1,1.211925495E1
1.459724886E1,1.036630630E1,7.185048103E0,-3.481557071E-1,1.261770324E1
1.459943987E1,1.086820030E1,7.418946743E0,-3.164508045E-1,1.316277667E1
1.460162493E1,1.143230820E1,7.661818027E0,-2.991028428E-1,1.376555806E1
1.460383806E1,1.200658607E1,7.904689789E0,-3.146561682E-1,1.437849917E1
1.460603551E1,1.250848007E1,8.123632431E0,-3.260220885E-1,1.491850421E1
1.460823684E1,1.309173107E1,8.337192535E0,-3.942175210E-1,1.552603006E1
1.461042649E1,1.369890976E1,8.536395073E0,-4.528416991E-1,1.614729807E1
1.461262458E1,1.433001614E1,8.730812073E0,-5.300102234E-1,1.678860783E1
1.461482687E1,1.500897980E1,8.873184204E0,-5.353940725E-1,1.744389633E1
1.461701430E1,1.572622871E1,9.034700394E0,-5.114658475E-1,1.814391573E1
1.461921010E1,1.647637939E1,9.191430092E0,-4.438686073E-1,1.887194967E1
1.462140406E1,1.720798492E1,9.337990761E0,-4.677968323E-1,1.958396412E1
1.462360358E1,1.794377708E1,9.436694145E0,-4.767699242E-1,2.027948821E1
1.462580037E1,1.862273979E1,9.488140106E0,-4.671986103E-1,2.090572923E1
1.462799913E1,1.927717781E1,9.525228500E0,-4.480560422E-1,2.150675049E1
1.463018993E1,1.992264175E1,9.567103386E0,-4.289134443E-1,2.210486572E1
1.463238607E1,2.053879356E1,9.594620705E0,-4.534398913E-1,2.267387032E1
1.463458123E1,2.116032791E1,9.602995872E0,-5.012963414E-1,2.324281190E1
1.463677872E1,2.174298096E1,9.625727654E0,-5.395814776E-1,2.378451181E1
1.463897464E1,2.230230331E1,9.643673897E0,-5.593222976E-1,2.430444447E1
1.464117203E1,2.289033890E1,9.694520950E0,-5.982056856E-1,2.486582396E1
1.464336325E1,2.348316193E1,9.736394882E0,-6.753742099E-1,2.543054088E1
1.464554420E1,2.404667091E1,9.768698692E0,-6.472585201E-1,2.596322013E1
1.464775203E1,2.461556435E1,9.805787086E0,-6.622136831E-1,2.650505604E1
1.464992262E1,2.516053009E1,9.824331284E0,-6.484549642E-1,2.701833180E1
1.465213019E1,2.565285301E1,9.818349838E0,-6.927221417E-1,2.747633027E1
1.465434675E1,2.610150719E1,9.750154495E0,-7.178468108E-1,2.787237870E1
1.465654962E1,2.651247406E1,9.658628464E0,-7.094719410E-1,2.822594082E1
1.465874105E1,2.686601448E1,9.542576790E0,-8.021938205E-1,2.852169386E1
1.466091015E1,2.714298439E1,9.378668785E0,-9.619147182E-1,2.873371382E1
1.466313065E1,2.734876633E1,9.186644554E0,-1.107876897E0,2.887173097E1
1.466532611E1,2.747738075E1,9.003593445E0,-1.287936807E0,2.894356456E1
1.466752894E1,2.750609398E1,8.801400185E0,-1.506880045E0,2.891920709E1
1.466971886E1,2.743909454E1,8.566305161E0,-1.731207132E0,2.879726674E1
1.467191529E1,2.728595543E1,8.259425163E0,-1.936989903E0,2.857434859E1
1.467411120E1,2.704667282E1,7.933403492E0,-2.181656122E0,2.827049743E1
1.467630823E1,2.672184753E1,7.569096088E0,-2.469393015E0,2.788272320E1
1.467850414E1,2.632942390E1,7.171289444E0,-2.719442844E0,2.742373652E1
1.468069280E1,2.587059975E1,6.721438885E0,-2.989233732E0,2.689611850E1
1.468286948E1,2.535853577E1,6.299703598E0,-3.297309637E0,2.633654975E1
1.468509080E1,2.486142731E1,5.883352757E0,-3.643670797E0,2.580660273E1
1.468728064E1,2.432603264E1,5.452046394E0,-3.985844374E0,2.524614088E1
1.468946401E1,2.373799706E1,5.044668198E0,-4.347160339E0,2.465439077E1
1.469168162E1,2.307339096E1,4.676771641E0,-4.537389755E0,2.397585179E1
1.469387653E1,2.235135651E1,4.290330887E0,-4.608576298E0,2.322130600E1
1.469605330E1,2.162932205E1,3.909274101E0,-4.640879631E0,2.246436645E1
1.469826719E1,2.094078827E1,3.561118364E0,-4.682754040E0,2.175146806E1
1.470046144E1,2.026660919E1,3.222533941E0,-4.710869789E0,2.105498676E1
1.470266535E1,1.963550186E1,2.888735056E0,-4.737788677E0,2.040451825E1
1.470485509E1,1.905165482E1,2.564507723E0,-4.759922504E0,1.980401761E1
1.470705103E1,1.851626015E1,2.230708838E0,-4.772484779E0,1.925109251E1
