"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.468655307E1,9.021539688E0,-8.318049431E0,2.961117923E-1,1.227460007E1
1.468875096E1,9.011968613E0,-8.279166222E0,3.433700502E-1,1.224247012E1
1.469094898E1,8.997611046E0,-8.231309891E0,3.577269912E-1,1.219997687E1
1.469315969E1,8.983254433E0,-8.188239098E0,3.906283081E-1,1.216136136E1
1.469533665E1,8.997611046E0,-8.164310455E0,4.193421602E-1,1.215684242E1
1.469753353E1,9.007183075E0,-8.111668587E0,4.432703853E-1,1.212950959E1
1.469972511E1,9.035896301E0,-8.063214302E0,4.959124923E-1,1.212059306E1
1.470192690E1,9.055039406E0,-7.996214867E0,5.198407173E-1,1.209146084E1
1.470411635E1,9.078967094E0,-7.948358536E0,5.629115105E-1,1.207977302E1
1.470629441E1,9.102895737E0,-7.910073280E0,5.772684813E-1,1.207332634E1
1.470850793E1,9.131608963E0,-7.862216949E0,6.011967063E-1,1.206491505E1
1.471067830E1,9.141180992E0,-7.819146156E0,6.203392744E-1,1.204512588E1
1.471290671E1,9.145966530E0,-7.771289825E0,6.675975323E-1,1.202028851E1
1.471509729E1,9.165108681E0,-7.728219032E0,6.915257573E-1,1.200844679E1
1.471728474E1,9.198608398E0,-7.694121361E0,7.351947427E-1,1.201475806E1
1.471947870E1,9.208179474E0,-7.631907940E0,7.489534616E-1,1.198321824E1
1.472169125E1,9.217751503E0,-7.584649563E0,7.441678643E-1,1.196025240E1
1.472388186E1,9.256035805E0,-7.536194801E0,7.872386575E-1,1.196194698E1
1.472606054E1,9.270393372E0,-7.483552933E0,7.920243144E-1,1.194031240E1
1.472827977E1,9.284749985E0,-7.406982422E0,8.255237937E-1,1.190594223E1
1.473046929E1,9.303893089E0,-7.344769001E0,8.249256015E-1,1.188227927E1
1.473265370E1,9.323633194E0,-7.263412952E0,8.392825127E-1,1.184870030E1
1.473486864E1,9.352347374E0,-7.192226887E0,8.488538265E-1,1.182857057E1
1.473706512E1,9.366703987E0,-7.110870838E0,8.536394835E-1,1.179102744E1
1.473926663E1,9.376275063E0,-7.034300327E0,8.578268886E-1,1.175294781E1
1.474145770E1,9.381061554E0,-6.938587666E0,8.721838593E-1,1.170081276E1
1.474364652E1,9.400203705E0,-6.857231617E0,8.859425783E-1,1.166920517E1
1.474582579E1,9.400801659E0,-6.766304016E0,8.859425783E-1,1.161648984E1
1.474804466E1,9.424730301E0,-6.670591354E0,8.662018180E-1,1.157897387E1
1.475024110E1,9.424730301E0,-6.594020844E0,8.709874153E-1,1.153539211E1
1.475244369E1,9.443872452E0,-6.508477688E0,8.512466550E-1,1.150094038E1
1.475463405E1,9.458230019E0,-6.431907177E0,8.656035662E-1,1.147069373E1
1.475683346E1,9.496515274E0,-6.360122681E0,8.368897438E-1,1.146016349E1
1.475903568E1,9.506684303E0,-6.269195557E0,8.315058947E-1,1.141802353E1
1.476119593E1,9.530612946E0,-6.217151642E0,8.219345808E-1,1.140881826E1
1.476341790E1,9.559326172E0,-6.154938221E0,7.788637877E-1,1.139607872E1
1.476560979E1,9.559326172E0,-6.083153248E0,7.597211599E-1,1.135617218E1
1.476781639E1,9.573683739E0,-6.016752720E0,7.549355626E-1,1.133254876E1
1.477000593E1,9.592825890E0,-5.968895912E0,7.256234884E-1,1.132150857E1
1.477220101E1,9.635896683E0,-5.911468506E0,7.022934556E-1,1.132648140E1
1.477439881E1,9.636494637E0,-5.849853039E0,6.538388133E-1,1.129204652E1
1.477659581E1,9.660423279E0,-5.806782246E0,6.346961856E-1,1.128916902E1
1.477879111E1,9.669994354E0,-5.749354839E0,6.155536175E-1,1.126688857E1
1.478098719E1,9.684351921E0,-5.706882000E0,5.820540786E-1,1.125584121E1
1.478318282E1,9.693922997E0,-5.649454117E0,5.868397355E-1,1.123533959E1
1.478537953E1,9.698708534E0,-5.596812248E0,5.479564071E-1,1.121113334E1
1.478757548E1,9.689137459E0,-5.548955917E0,5.527420044E-1,1.117925848E1
1.478977290E1,9.708877563E0,-5.496912003E0,5.335994363E-1,1.116973919E1
1.479196279E1,9.708877563E0,-5.458626747E0,5.186443329E-1,1.115024221E1
1.479414158E1,9.708877563E0,-5.415555954E0,4.851447940E-1,1.112770935E1
1.479636053E1,9.704092026E0,-5.386841774E0,4.612165689E-1,1.110856368E1
1.479855355E1,9.699306488E0,-5.343770981E0,4.749752879E-1,1.108413443E1
1.480074836E1,9.775876999E0,-5.329414368E0,4.899304509E-1,1.114497467E1
1.480294201E1,9.852447510E0,-5.310869694E0,4.713860750E-1,1.120260075E1
1.480512004E1,9.914660454E0,-5.282754421E0,3.954139352E-1,1.124118937E1
1.480734438E1,9.981659889E0,-5.297111034E0,3.720839322E-1,1.130625340E1
1.480953731E1,1.002473068E1,-5.287539959E0,3.960121572E-1,1.134064062E1
1.481174014E1,1.003370380E1,-5.282754421E0,4.151547253E-1,1.134702867E1
1.481392890E1,1.006241703E1,-5.258825779E0,4.396811724E-1,1.136225350E1
1.481612500E1,1.005823040E1,-5.220541000E0,4.486542344E-1,1.134122294E1
1.481832114E1,1.007737255E1,-5.182255745E0,4.534398913E-1,1.134084741E1
1.482051794E1,1.006780148E1,-5.143970490E0,4.534398913E-1,1.131488695E1
1.482271404E1,1.007258701E1,-5.096114159E0,4.576273263E-1,1.129764628E1
1.482490457E1,1.008215809E1,-5.053043365E0,4.767699242E-1,1.128762457E1
1.482707529E1,1.007737255E1,-4.995615482E0,5.006981492E-1,1.125878813E1
1.482927402E1,1.010130119E1,-4.914259434E0,4.863412082E-1,1.124378759E1
1.483147397E1,1.011087227E1,-4.847260475E0,5.096712112E-1,1.122432345E1
1.483368996E1,1.014437199E1,-4.794618607E0,5.383850932E-1,1.123327686E1
1.483587246E1,1.015872860E1,-4.737190723E0,5.479564071E-1,1.122234374E1
1.483808693E1,1.019222832E1,-4.665405750E0,5.575276613E-1,1.122311748E1
1.484025176E1,1.021615601E1,-4.622334957E0,5.910272002E-1,1.122876383E1
1.484246128E1,1.026879883E1,-4.569693089E0,5.910272002E-1,1.125520490E1
1.484467644E1,1.031665516E1,-4.550550461E0,6.059823632E-1,1.129194836E1
1.484687843E1,1.034058285E1,-4.531407833E0,6.107679605E-1,1.130638528E1
1.484907402E1,1.039322472E1,-4.512265205E0,6.203392744E-1,1.134744368E1
1.485126341E1,1.040758228E1,-4.488337040E0,6.681957245E-1,1.135382860E1
1.485345960E1,1.043150997E1,-4.488337040E0,6.927221417E-1,1.137723313E1
1.485565558E1,1.044108200E1,-4.483551502E0,7.214360237E-1,1.138590784E1
1.485784586E1,1.046500969E1,-4.473381996E0,7.453642488E-1,1.140539969E1
1.486002351E1,1.047458076E1,-4.450051785E0,7.310073376E-1,1.140412973E1
1.486224462E1,1.048893833E1,-4.444668293E0,7.597211599E-1,1.141709594E1
1.486444150E1,1.047936630E1,-4.454239368E0,7.597211599E-1,1.141203499E1
1.486664300E1,1.050329494E1,-4.445266247E0,7.357929349E-1,1.142895393E1
1.486883326E1,1.049850941E1,-4.464408875E0,7.070791125E-1,1.143020591E1
1.487102303E1,1.049850941E1,-4.454837322E0,7.166503668E-1,1.142706713E1
1.487320078E1,1.047936630E1,-4.473979950E0,7.022934556E-1,1.141607773E1
1.487542161E1,1.046500969E1,-4.483551502E0,6.975077987E-1,1.140636572E1
1.487761541E1,1.045065308E1,-4.497908592E0,6.975077987E-1,1.139885295E1
1.487980841E1,1.041715336E1,-4.512265205E0,7.070791125E-1,1.137442668E1
1.488201082E1,1.039801121E1,-4.540380955E0,7.118647099E-1,1.136839688E1
1.488420550E1,1.033101177E1,-4.578666210E0,7.016952634E-1,1.132194174E1
1.488640470E1,1.030229759E1,-4.612165451E0,7.016952634E-1,1.130936701E1
1.488859801E1,1.026879883E1,-4.660022259E0,6.921239495E-1,1.129792337E1
1.489079501E1,1.020658493E1,-4.722235680E0,6.915257573E-1,1.126730197E1
1.489299259E1,1.016351414E1,-4.784449100E0,6.963114142E-1,1.125490215E1
1.489518757E1,1.012522888E1,-4.856233597E0,6.628118753E-1,1.124911482E1
1.489738316E1,1.006780148E1,-4.946562767E0,6.915257573E-1,1.123865284E1
1.489958049E1,1.005344391E1,-5.027918816E0,6.777670383E-1,1.126104215E1
1.490177486E1,1.001037312E1,-5.109274387E0,6.538388133E-1,1.125787546E1
1.490396464E1,9.947562218E0,-5.185844898E0,6.532405615E-1,1.123715732E1
1.490614144E1,9.909276962E0,-5.257629395E0,6.245267391E-1,1.123505543E1
1.490835690E1,9.880562782E0,-5.334199905E0,6.251249313E-1,1.124588772E1
1.491052807E1,9.827920914E0,-5.405386448E0,6.293123364E-1,1.123397820E1
1.491273757E1,9.789635658E0,-5.477170944E0,6.107679605E-1,1.123429594E1
1.491495241E1,9.741779327E0,-5.539384365E0,6.293123364E-1,1.122421835E1
1.491715554E1,9.684351921E0,-5.610570908E0,6.293123364E-1,1.120987119E1
1.491935088E1,9.646066666E0,-5.677569866E0,6.197410822E-1,1.121006158E1
1.492154002E1,9.607781410E0,-5.730212212E0,6.149554253E-1,1.120370322E1
1.492373040E1,9.564710617E0,-5.816353798E0,6.197410822E-1,1.121150033E1
1.492590468E1,9.521639824E0,-5.897709846E0,6.005984545E-1,1.121629729E1
1.492810730E1,9.483354568E0,-5.945566177E0,6.197410822E-1,1.121016726E1
1.493032626E1,9.440283775E0,-6.011966705E0,6.245267391E-1,1.120949308E1
1.493252662E1,9.411569595E0,-6.083751678E0,6.101697683E-1,1.122327866E1
1.493471729E1,9.378069878E0,-6.145965099E0,6.101697683E-1,1.122913126E1
1.493688348E1,9.343972206E0,-6.217749596E0,6.005984545E-1,1.123970396E1
1.493909485E1,9.329615593E0,-6.279963017E0,5.958128572E-1,1.126208931E1
1.494130546E1,9.305686951E0,-6.361319065E0,5.868397355E-1,1.128745192E1
1.494350806E1,9.262616158E0,-6.399005890E0,5.958128572E-1,1.127378940E1
1.494570173E1,9.233902931E0,-6.461817741E0,5.670989752E-1,1.128457589E1
1.494789526E1,9.205188751E0,-6.499504566E0,5.718846321E-1,1.128300100E1
1.495009064E1,9.190832138E0,-6.556932449E0,5.964110494E-1,1.130577130E1
1.495228837E1,9.157332420E0,-6.604788780E0,5.862415433E-1,1.130591222E1
1.495448207E1,9.166903496E0,-6.652645111E0,5.820540786E-1,1.134145465E1
1.495667862E1,9.133403778E0,-6.710072994E0,5.916253924E-1,1.134875168E1
1.495886819E1,9.133403778E0,-6.753143787E0,5.772684813E-1,1.137353307E1
1.496104615E1,9.119047165E0,-6.805785656E0,5.581258535E-1,1.139242047E1
1.496326749E1,9.104690552E0,-6.863213539E0,5.539384484E-1,1.141516263E1
1.496546393E1,9.094520569E0,-6.915855408E0,5.491527915E-1,1.143857199E1
1.496766585E1,9.084949493E0,-6.954140663E0,5.443671346E-1,1.145393885E1
1.496985745E1,9.075378418E0,-6.992425919E0,5.156532526E-1,1.146832211E1
1.497205166E1,9.084949493E0,-7.025925636E0,5.114658475E-1,1.149615308E1
1.497424765E1,9.084949493E0,-7.068996429E0,5.018945336E-1,1.152210553E1
1.497644340E1,9.094520569E0,-7.121638298E0,4.923232496E-1,1.156159239E1
1.497864002E1,9.104091644E0,-7.150352478E0,4.833501875E-1,1.158644262E1
1.498083619E1,9.123234749E0,-7.207779884E0,4.833501875E-1,1.163697257E1
1.498303339E1,9.123234749E0,-7.279564857E0,4.791627228E-1,1.168139862E1
1.498522896E1,9.113663673E0,-7.341778278E0,4.600201547E-1,1.171205329E1
1.498742569E1,9.122636795E0,-7.413562775E0,4.558327198E-1,1.176397886E1
1.498962133E1,9.117850304E0,-7.494918823E0,4.510470629E-1,1.181153867E1
1.499181140E1,9.093922615E0,-7.552346706E0,4.175475538E-1,1.182842827E1
1.499398760E1,9.084351540E0,-7.604988575E0,4.325026870E-1,1.185530905E1
1.499620865E1,9.084351540E0,-7.638488293E0,3.990031779E-1,1.187565366E1
1.499840012E1,9.069993973E0,-7.681559086E0,3.702892959E-1,1.189152029E1
1.500058909E1,9.084351540E0,-7.705487251E0,3.511467278E-1,1.191735208E1
1.500279165E1,9.065208435E0,-7.748558044E0,3.367897868E-1,1.193028009E1
1.500497048E1,9.055637360E0,-7.777271748E0,3.176472187E-1,1.194116508E1
1.500719934E1,9.069993973E0,-7.806583881E0,2.991028428E-1,1.197067271E1
1.500938617E1,9.069993973E0,-7.830512047E0,2.895315289E-1,1.198605599E1
1.501158844E1,9.089137077E0,-7.868797302E0,2.422732860E-1,1.202451995E1
1.501377717E1,9.103493690E0,-7.907082558E0,2.422732860E-1,1.206044146E1
1.501597464E1,9.117252350E0,-7.954938889E0,1.950150430E-1,1.210137901E1
1.501817174E1,9.126823425E0,-7.984251022E0,1.902294010E-1,1.212779277E1
1.502036697E1,9.145966530E0,-8.012965202E0,1.423729509E-1,1.216045168E1
1.502256380E1,9.169894218E0,-8.056035995E0,1.190429255E-1,1.220659032E1
1.502475855E1,9.193822861E0,-8.084749222E0,1.094716340E-1,1.224342815E1
1.502695502E1,9.193822861E0,-8.118248940E0,9.571290761E-2,1.226545986E1
1.502915152E1,9.227322578E0,-8.152346611E0,5.742774159E-2,1.231290117E1
1.503134217E1,9.256035805E0,-8.171489716E0,4.366901144E-2,1.234703811E1
1.503351867E1,9.275178909E0,-8.204988480E0,5.324030295E-2,1.238360264E1
1.503574064E1,9.294321060E0,-8.248059273E0,2.033899166E-2,1.242639527E1
1.503792968E1,9.308678627E0,-8.271987915E0,1.196411322E-3,1.245300298E1
1.504011526E1,9.327222824E0,-8.291130066E0,6.580262445E-3,1.247958199E1
1.504232775E1,9.365508080E0,-8.315656662E0,-1.256231871E-2,1.252449780E1
1.504451767E1,9.379864693E0,-8.330014229E0,-2.153540403E-2,1.254477830E1
1.504670042E1,9.403793335E0,-8.349156380E0,-6.460621208E-2,1.257552843E1
1.504891652E1,9.446864128E0,-8.349156380E0,-4.965107143E-2,1.260770080E1
1.505111297E1,9.470791817E0,-8.358727455E0,-4.965107143E-2,1.263197085E1
1.505331631E1,9.494720459E0,-8.368298531E0,-6.879365444E-2,1.265633713E1
1.505550516E1,9.523433685E0,-8.378468513E0,-6.819544733E-2,1.268460383E1
1.505770546E1,9.547362328E0,-8.388039589E0,-8.255238086E-2,1.270897913E1
1.505990971E1,9.580862045E0,-8.416753769E0,-7.716853172E-2,1.275306303E1
1.506209374E1,9.623932838E0,-8.440681458E0,-1.148554832E-1,1.280149907E1
1.506428971E1,9.647262573E0,-8.469395638E0,-8.614161611E-2,1.283774739E1
1.506648267E1,9.680762291E0,-8.526823044E0,-7.597211748E-2,1.290076128E1
1.506868238E1,9.690333366E0,-8.598608017E0,-5.682953820E-2,1.295537920E1
1.507087364E1,9.699904442E0,-8.631509781E0,-2.273181453E-2,1.298428373E1
1.507304895E1,9.742975235E0,-8.655437469E0,2.512463741E-2,1.303237490E1
1.507527146E1,9.766305923E0,-8.679366112E0,4.965107143E-2,1.306577945E1
1.507746678E1,9.780662537E0,-8.688937187E0,4.007977992E-2,1.308283591E1
1.507967227E1,9.780662537E0,-8.698508263E0,2.572284266E-2,1.308915839E1
1.508185872E1,9.761520386E0,-8.732007980E0,1.136590727E-2,1.309715132E1
1.508405489E1,9.756733894E0,-8.751151085E0,1.794616925E-3,1.310635360E1
1.508625088E1,9.761520386E0,-8.770293236E0,-2.632104978E-2,1.312272900E1
1.508844859E1,9.737591743E0,-8.775676727E0,-5.563312769E-2,1.310863418E1
1.509064124E1,9.728020668E0,-8.809176445E0,-7.956135273E-2,1.312411162E1
1.509282480E1,9.732806206E0,-8.866603851E0,-1.124626622E-1,1.316650403E1
1.509500999E1,9.747162819E0,-8.924032211E0,-1.363908947E-1,1.321605601E1
1.509723200E1,9.742377281E0,-8.995817184E0,-1.645065546E-1,1.326143674E1
1.509943015E1,9.747162819E0,-9.092127800E0,-2.117647976E-1,1.333112206E1
1.510163051E1,9.742377281E0,-9.163313866E0,-1.830509305E-1,1.337586422E1
1.510381386E1,9.746564865E0,-9.215956688E0,-1.250249892E-1,1.341435856E1
1.510599140E1,9.794421196E0,-9.326025963E0,-1.052841991E-1,1.352466383E1
1.510820643E1,9.808777809E0,-9.449854851E0,-9.990034252E-2,1.362064091E1
1.511038517E1,9.822537422E0,-9.550353050E0,-1.280160099E-1,1.370065228E1
1.511261099E1,9.779465675E0,-9.626923561E0,-1.375873089E-1,1.372350307E1
1.511480091E1,9.745966911E0,-9.713065147E0,-1.375873089E-1,1.376032107E1
1.511700310E1,9.726823807E0,-9.780064583E0,-1.232303679E-1,1.379405489E1
1.511919339E1,9.683753014E0,-9.803394318E0,-9.451649338E-2,1.378007786E1
1.512139006E1,9.664610863E0,-9.870393753E0,-8.973085135E-2,1.381439205E1
1.512358661E1,9.640682220E0,-9.923035622E0,-1.136590764E-1,1.383554509E1
1.512578411E1,9.616754532E0,-9.990034103E0,-1.136590764E-1,1.386707134E1
1.512798787E1,9.602396965E0,-1.003789139E1,-9.930214286E-2,1.389154966E1
1.513017438E1,9.578469276E0,-1.009531879E1,-1.082752272E-1,1.391668994E1
1.513236979E1,9.544371605E0,-1.014317513E1,-9.930214286E-2,1.392798951E1
1.513456384E1,9.530014038E0,-1.020957565E1,-7.956135273E-2,1.396649321E1
1.513675594E1,9.506086349E0,-1.026221848E1,-8.913264424E-2,1.398880804E1
1.513893339E1,9.482157707E0,-1.032921696E1,-6.041877344E-2,1.402168635E1
1.514115571E1,9.448657990E0,-1.041057301E1,-5.563312769E-2,1.405917007E1
1.514335099E1,9.405587196E0,-1.048654556E1,-4.127619043E-2,1.408667498E1
1.514555438E1,9.352945328E0,-1.053918743E1,-2.213360928E-2,1.409086754E1
1.514774289E1,9.285946846E0,-1.058166027E1,1.555334684E-2,1.407837295E1
1.514993934E1,9.228518486E0,-1.061515903E1,5.862415582E-2,1.406593728E1
1.515213588E1,9.161520004E0,-1.065763187E1,7.716853172E-2,1.405434171E1
1.515433167E1,9.099306107E0,-1.068156052E1,1.154536903E-1,1.403233538E1
1.515652831E1,9.013164520E0,-1.070010471E1,1.483550072E-1,1.399111807E1
1.515871832E1,8.965308189E0,-1.071864891E1,1.908276081E-1,1.397507068E1
1.516089467E1,8.903095245E0,-1.073300552E1,2.141576260E-1,1.394662597E1
1.516311739E1,8.836095810E0,-1.072343445E1,2.518445849E-1,1.389719616E1
1.516531477E1,8.773882866E0,-1.070847988E1,2.991028428E-1,1.384709444E1
1.516752623E1,8.726025581E0,-1.070369434E1,3.278166950E-1,1.381376338E1
1.516970429E1,8.702097893E0,-1.068873882E1,3.415754437E-1,1.378739711E1
1.517189766E1,8.682954788E0,-1.066959572E1,3.463610709E-1,1.376059383E1
1.517408238E1,8.673383713E0,-1.066002464E1,3.607180119E-1,1.374750261E1
1.517629395E1,8.678169250E0,-1.064566803E1,3.607180119E-1,1.373939543E1
1.517848968E1,8.692526817E0,-1.064088249E1,3.559323549E-1,1.374463861E1
1.518069023E1,8.697312355E0,-1.061216831E1,3.750749528E-1,1.372596225E1
1.518288110E1,8.712266922E0,-1.054516983E1,3.942175210E-1,1.368428329E1
1.518507752E1,8.726624489E0,-1.045424175E1,4.462614357E-1,1.362513467E1
1.518727337E1,8.731410027E0,-1.035793114E1,5.030909777E-1,1.355645083E1
1.518947018E1,8.760123253E0,-1.025324535E1,5.078766346E-1,1.349543398E1
1.519166608E1,8.784051895E0,-1.015753174E1,5.078766346E-1,1.343848791E1
1.519386031E1,8.784051895E0,-1.005703354E1,5.120640397E-1,1.336284778E1
1.519605875E1,8.775078773E0,-9.985248566E0,5.210371017E-1,1.330333327E1
1.519825439E1,8.741579056E0,-9.903892517E0,5.635097623E-1,1.322194519E1
1.520044663E1,8.698508263E0,-9.841081619E0,5.772684813E-1,1.314702142E1
1.520264681E1,8.650651932E0,-9.802796364E0,5.910272002E-1,1.308731862E1
1.520483643E1,8.598010063E0,-9.788438797E0,5.958128572E-1,1.304202071E1
1.520701449E1,8.559724808E0,-9.788438797E0,6.000002623E-1,1.301700515E1
1.520923584E1,8.536395073E0,-9.783653259E0,5.569294691E-1,1.299615645E1
1.521143251E1,8.502895355E0,-9.778867722E0,5.324030519E-1,1.296953879E1
1.521363410E1,8.474181175E0,-9.788438797E0,5.276173949E-1,1.295776450E1
1.521582472E1,8.421539307E0,-9.774680138E0,4.648058116E-1,1.291056701E1
1.521801951E1,8.383254051E0,-9.755537987E0,4.456632137E-1,1.287043455E1
1.522021561E1,8.349754333E0,-9.760323524E0,4.115654826E-1,1.285113609E1
1.522241186E1,8.292924881E0,-9.736394882E0,3.493520916E-1,1.279421882E1
1.522460473E1,8.268997192E0,-9.726823807E0,3.152543902E-1,1.277054428E1
1.522679142E1,8.201997757E0,-9.703494072E0,2.620140910E-1,1.270823417E1
1.522900176E1,8.125427246E0,-9.684351921E0,2.422732860E-1,1.264388929E1
1.523119726E1,8.082955360E0,-9.650852203E0,1.794617027E-1,1.258988968E1
1.523339695E1,8.025527000E0,-9.617352486E0,1.357926875E-1,1.252681093E1
1.523558885E1,7.968099594E0,-9.593423843E0,1.118644550E-1,1.247144361E1
1.523777864E1,7.911269665E0,-9.574879646E0,6.340979785E-2,1.242056878E1
1.523995550E1,7.872984886E0,-9.536594391E0,4.845465720E-2,1.236660307E1
1.524217759E1,7.820342541E0,-9.503094673E0,4.785645287E-3,1.230717631E1
1.524436771E1,7.762914658E0,-9.479166985E0,-2.931207791E-2,1.225227774E1
1.524655274E1,7.706085205E0,-9.436096191E0,-6.819544733E-2,1.218311582E1
1.524876636E1,7.643871784E0,-9.384052277E0,-9.272187948E-2,1.210362798E1
1.525096400E1,7.576872826E0,-9.340981483E0,-1.555334777E-1,1.202859624E1
1.525316359E1,7.524828911E0,-9.293125153E0,-1.465603858E-1,1.195854110E1
1.525535413E1,7.457829952E0,-9.240483284E0,-1.902294010E-1,1.187610821E1
1.525754340E1,7.409973621E0,-9.192625999E0,-1.908276081E-1,1.180883131E1
1.525972075E1,7.348358154E0,-9.168698311E0,-2.153540403E-1,1.175201147E1
1.526194296E1,7.286144733E0,-9.116056442E0,-2.398804724E-1,1.167252898E1
1.526414015E1,7.233502865E0,-9.082556725E0,-2.739782035E-1,1.161427847E1
1.526634162E1,7.156932354E0,-9.034700394E0,-2.799602449E-1,1.152934819E1
1.526852572E1,7.119245529E0,-8.982057571E0,-2.799602449E-1,1.146470204E1
1.527069528E1,7.052246571E0,-8.948558807E0,-2.805584669E-1,1.139691184E1
1.527289774E1,6.999604225E0,-8.905488014E0,-2.715853751E-1,1.133031044E1
1.527511957E1,6.951747894E0,-8.867202759E0,-2.961117923E-1,1.127128057E1
1.527732174E1,6.894918442E0,-8.819346428E0,-2.967100143E-1,1.119860744E1
1.527951648E1,6.842276573E0,-8.775676727E0,-2.877369225E-1,1.113157865E1
1.528170883E1,6.780063152E0,-8.723034859E0,-2.883351147E-1,1.105186548E1
1.528390438E1,6.736992359E0,-8.679964066E0,-2.650051117E-1,1.099086302E1
1.528610208E1,6.684948444E0,-8.627322197E0,-2.416750938E-1,1.091685078E1
1.528829617E1,6.637091637E0,-8.569893837E0,-2.231307179E-1,1.084176430E1
1.529049249E1,6.579664230E0,-8.507082939E0,-2.003988922E-1,1.075651436E1
1.529268837E1,6.522236347E0,-8.473583221E0,-1.914258152E-1,1.069475682E1
1.529488545E1,6.470192432E0,-8.397012711E0,-1.776670814E-1,1.060211197E1
1.529708108E1,6.407979012E0,-8.377271652E0,-1.543370634E-1,1.054820815E1
1.529927809E1,6.345765591E0,-8.334200859E0,-1.214357466E-1,1.047580028E1
1.530147371E1,6.302694798E0,-8.295916557E0,-1.268195957E-1,1.041932226E1
1.530366585E1,6.269195557E0,-8.262416840E0,-1.411765367E-1,1.037257325E1
1.530584631E1,6.230910301E0,-8.243273735E0,-1.417747438E-1,1.033421043E1
1.530806177E1,6.193223000E0,-8.200202942E0,-1.423729509E-1,1.027714014E1
1.531025775E1,6.150152206E0,-8.157132149E0,-1.573280841E-1,1.021704112E1
1.531245944E1,6.107081413E0,-8.147561073E0,-1.716850251E-1,1.018374541E1
1.531465097E1,6.059225082E0,-8.118846893E0,-1.579262912E-1,1.013187170E1
1.531684731E1,6.016154289E0,-8.090133667E0,-1.680957973E-1,1.008328475E1
1.531904271E1,5.944967747E0,-8.065607071E0,-1.543370634E-1,1.002100189E1
1.532124050E1,5.906682491E0,-8.032107353E0,-1.447657645E-1,9.971188681E0
1.532343459E1,5.858826160E0,-7.998608112E0,-1.453639716E-1,9.915881524E0
1.532562473E1,5.796612740E0,-7.969893932E0,-1.507478207E-1,9.856097273E0
1.532779510E1,5.763113499E0,-7.926823139E0,-1.513460279E-1,9.801576807E0
1.532999077E1,5.725426197E0,-7.898109436E0,-1.567298770E-1,9.756290384E0
1.533221439E1,5.677569866E0,-7.845467091E0,-1.668993831E-1,9.685763205E0
1.533441089E1,5.658427238E0,-7.802396297E0,-1.812563092E-1,9.639919120E0
1.533660587E1,5.605785370E0,-7.759325504E0,-1.674975902E-1,9.573923821E0
1.533878656E1,5.567500114E0,-7.725826263E0,-1.776670814E-1,9.524547998E0
1.534100358E1,5.515456200E0,-7.697112083E0,-1.734796464E-1,9.470791240E0
1.534320116E1,5.481956482E0,-7.639684677E0,-2.123630047E-1,9.405409448E0
1.534540135E1,5.448457241E0,-7.601399422E0,-2.123630047E-1,9.354787946E0
1.534759220E1,5.405386448E0,-7.567899704E0,-2.416750938E-1,9.303209953E0
1.534978820E1,5.353342533E0,-7.529614449E0,-2.518445849E-1,9.242120737E0
1.535198643E1,5.324628353E0,-7.500900745E0,-2.524427772E-1,9.202114238E0
1.535418100E1,5.286343575E0,-7.476972580E0,-2.620140910E-1,9.160742259E0
1.535637806E1,5.233701229E0,-7.462615490E0,-2.626122832E-1,9.118729282E0
1.535856602E1,5.214558601E0,-7.433901787E0,-2.817548811E-1,9.084817169E0
1.536074321E1,5.161916733E0,-7.409973621E0,-2.919243574E-1,9.035392258E0
1.536296388E1,5.119443893E0,-7.395616531E0,-3.116651475E-1,9.000054712E0
1.536515523E1,5.076373100E0,-7.381259441E0,-3.266202807E-1,8.964331297E0
1.536733878E1,5.033302307E0,-7.357331276E0,-3.361915946E-1,8.920621077E0
1.536955474E1,4.985445976E0,-7.333403111E0,-3.511467278E-1,8.874501495E0
1.537174351E1,4.947160721E0,-7.295117855E0,-3.613162339E-1,8.821773809E0
1.537392788E1,4.919044971E0,-7.285546780E0,-4.091726840E-1,8.800205543E0
1.537614181E1,4.871188641E0,-7.280761242E0,-4.336991012E-1,8.770750136E0
1.537833842E1,4.837689400E0,-7.257431030E0,-4.528416991E-1,8.733762619E0
1.538054059E1,4.780261517E0,-7.252047062E0,-4.630111754E-1,8.698130035E0
1.538273059E1,4.737190723E0,-7.237690449E0,-4.444667995E-1,8.661563930E0
1.538492685E1,4.708476543E0,-7.218547821E0,-4.636093974E-1,8.630881628E0
1.538712368E1,4.670191765E0,-7.228118896E0,-4.929214716E-1,8.619707969E0
1.538931956E1,4.651647091E0,-7.228118896E0,-4.929214716E-1,8.609674501E0
1.539151171E1,4.637290478E0,-7.223333359E0,-4.977070987E-1,8.598181211E0
1.539368684E1,4.575077057E0,-7.223333359E0,-5.126622319E-1,8.565669702E0
1.539590756E1,4.532006264E0,-7.223333359E0,-5.126622319E-1,8.542742426E0
1.539810210E1,4.512863636E0,-7.208976269E0,-5.180460811E-1,8.520777475E0
1.540030237E1,4.465006828E0,-7.194619656E0,-4.995017350E-1,8.482236730E0
1.540249622E1,4.426722050E0,-7.189833641E0,-5.138586760E-1,8.458937677E0
1.540468684E1,4.398007870E0,-7.185048103E0,-5.234299302E-1,8.440460198E0
